Company,Job,Degree,Experience_Level,Years_Experience,Salary_more_than_100k,Salary_K,Employment_Type,Location,Remote_Status,Age,Performance_Rating,Bonus_Percentage,Education_Year,Gender
Atlassian,HR manager,master,entry,0,0,65,full-time,UK,onsite,27,2.8,8.0,2023,Prefer not to say
LinkedIn,software engineer,bachelors,senior,11,1,201,full-time,UK,remote,35,3.6,5.8,2024,Female
Microsoft,AI researcher,phd,senior,9,1,153,full-time,India,hybrid,29,4.9,0.3,2021,Male
PayPal,product manager,bachelors,senior,9,1,100,full-time,France,onsite,33,3.3,13.7,2018,Prefer not to say
Microsoft,cloud architect,master,senior,10,1,112,contract,Australia,onsite,30,4.1,5.7,2024,Prefer not to say
Adobe,backend developer,master,entry,0,0,60,contract,UK,onsite,25,4.7,0.8,2024,Prefer not to say
Qualcomm,ML engineer,phd,lead,15,1,240,full-time,USA,onsite,37,2.6,21.2,2017,Female
IBM,sales executive,bachelors,mid,5,0,41,full-time,Singapore,remote,31,4.6,5.3,2023,Male
Google,marketing manager,master,entry,0,1,220,contract,Australia,hybrid,24,4.5,18.0,2023,Male
Adobe,network engineer,master,lead,19,0,52,part-time,France,remote,40,4.7,7.9,2016,Male
Square,backend developer,phd,entry,2,0,83,contract,Canada,remote,23,3.9,6.6,2024,Male
Apple,mobile developer,master,senior,12,0,65,part-time,UK,hybrid,39,3.5,0.7,2011,Non-binary
Adobe,systems analyst,master,entry,2,1,139,full-time,USA,hybrid,23,3.6,8.3,2021,Prefer not to say
Meta,business manager,phd,mid,5,1,158,part-time,Singapore,hybrid,29,3.8,4.1,2021,Female
Shopify,devops engineer,phd,mid,5,1,250,full-time,Singapore,onsite,27,3.2,14.1,2021,Female
Stripe,database admin,master,mid,4,0,53,contract,India,onsite,29,3.7,6.8,2024,Female
Google,IT support,phd,mid,6,0,52,part-time,Germany,hybrid,30,3.2,2.9,2022,Prefer not to say
Twitter,network engineer,bachelors,senior,12,0,62,part-time,Australia,onsite,34,3.1,0.8,2011,Prefer not to say
Netflix,game developer,bachelors,lead,16,1,160,full-time,Australia,remote,40,4.8,15.8,2023,Male
AMD,devops engineer,bachelors,senior,12,1,134,full-time,Australia,hybrid,33,3.5,4.9,2014,Female
Tesla,HR manager,bachelors,lead,16,0,63,full-time,India,remote,43,3.2,2.7,2013,Male
Tesla,security analyst,master,mid,6,1,186,full-time,India,onsite,30,3.2,24.8,2019,Prefer not to say
Netflix,mobile developer,bachelors,senior,9,0,64,full-time,Canada,onsite,32,2.8,3.7,2022,Male
ServiceNow,financial analyst,master,lead,17,0,82,part-time,UK,hybrid,43,2.9,6.0,2008,Prefer not to say
Adobe,operations manager,phd,mid,6,1,195,contract,Canada,hybrid,27,3.1,0.1,2017,Non-binary
Adobe,technical writer,phd,entry,1,0,70,part-time,India,onsite,23,4.7,0.5,2023,Female
Oracle,fullstack developer,bachelors,entry,0,0,48,full-time,Australia,hybrid,24,4.9,9.0,2023,Prefer not to say
Netflix,UX designer,bachelors,entry,1,1,206,part-time,USA,hybrid,21,3.6,18.6,2021,Male
Intel,game developer,phd,lead,17,1,126,full-time,Singapore,remote,39,3.8,12.3,2023,Prefer not to say
Google,financial analyst,bachelors,senior,11,1,102,contract,Canada,remote,32,4.8,8.0,2020,Female
AMD,data scientist,bachelors,senior,10,1,142,full-time,USA,onsite,36,4.9,16.0,2023,Female
Airbnb,HR manager,bachelors,senior,11,0,58,part-time,France,hybrid,33,2.6,4.6,2012,Prefer not to say
Uber,security analyst,bachelors,entry,1,0,45,full-time,Germany,hybrid,25,2.8,3.9,2019,Prefer not to say
Dropbox,project manager,bachelors,mid,6,0,44,part-time,France,onsite,31,3.4,5.2,2019,Non-binary
Oracle,backend developer,master,lead,20,0,84,full-time,France,onsite,42,3.1,3.4,2009,Prefer not to say
Pinterest,IT support,phd,mid,3,1,220,contract,India,onsite,27,4.1,1.0,2020,Female
Square,backend developer,phd,entry,1,1,158,contract,UK,remote,21,3.4,20.2,2022,Male
Uber,technical writer,phd,lead,19,0,67,part-time,USA,onsite,39,3.5,3.6,2010,Prefer not to say
ServiceNow,project manager,master,entry,0,1,228,full-time,India,remote,24,3.5,16.6,2023,Non-binary
ServiceNow,sales executive,phd,entry,1,0,77,full-time,Singapore,remote,25,3.8,9.8,2022,Female
Intel,technical writer,bachelors,senior,12,0,55,full-time,France,hybrid,39,4.4,9.5,2014,Male
Square,financial analyst,phd,senior,8,1,224,contract,Singapore,onsite,32,4.5,20.0,2019,Female
Amazon,marketing manager,bachelors,senior,9,0,66,part-time,Singapore,onsite,36,4.6,0.5,2014,Prefer not to say
PayPal,marketing manager,bachelors,lead,15,0,79,part-time,UK,onsite,39,4.2,8.5,2011,Non-binary
Tesla,game developer,phd,lead,13,1,136,contract,USA,remote,33,4.2,8.5,2024,Prefer not to say
Microsoft,network engineer,master,entry,0,0,48,contract,Germany,remote,24,3.5,7.4,2023,Non-binary
Dropbox,frontend developer,phd,senior,8,0,83,full-time,Australia,hybrid,35,4.3,3.3,2015,Non-binary
Amazon,UX designer,bachelors,lead,17,1,115,part-time,Australia,remote,42,2.6,19.8,2018,Non-binary
Amazon,product manager,phd,lead,20,1,136,part-time,Germany,onsite,42,3.5,8.7,2005,Female
Stripe,database admin,bachelors,senior,11,0,44,full-time,Germany,remote,38,4.5,8.1,2023,Female
Dropbox,fullstack developer,phd,mid,5,1,174,full-time,USA,remote,29,3.8,7.5,2021,Prefer not to say
Pinterest,marketing manager,phd,entry,0,0,45,part-time,USA,hybrid,23,4.8,5.4,2024,Male
Twitter,cloud architect,master,lead,19,0,71,part-time,Australia,hybrid,46,3.6,8.5,2014,Prefer not to say
Salesforce,technical writer,master,senior,7,0,53,contract,Singapore,onsite,31,2.8,3.3,2020,Female
PayPal,fullstack developer,phd,entry,0,0,64,full-time,Germany,onsite,23,3.3,2.1,2024,Female
Stripe,cloud architect,bachelors,entry,2,1,117,full-time,France,onsite,26,3.8,8.4,2018,Male
Google,business manager,master,senior,10,1,103,full-time,India,hybrid,36,3.2,2.7,2014,Male
Salesforce,IT support,phd,lead,19,1,173,contract,Germany,onsite,42,5.0,16.5,2010,Prefer not to say
Microsoft,marketing manager,phd,senior,9,1,222,full-time,Germany,hybrid,31,2.9,0.8,2021,Non-binary
Qualcomm,operations manager,bachelors,mid,5,0,73,contract,Singapore,onsite,26,4.2,8.3,2015,Non-binary
Amazon,HR manager,phd,senior,12,0,85,part-time,Australia,hybrid,36,4.6,3.9,2020,Non-binary
Adobe,mobile developer,master,mid,3,0,41,full-time,France,remote,27,4.9,1.7,2023,Prefer not to say
Airbnb,technical writer,master,senior,7,0,72,contract,India,hybrid,34,4.0,3.5,2024,Male
Intel,operations manager,bachelors,mid,5,1,111,contract,France,onsite,27,4.2,1.4,2020,Male
Spotify,frontend developer,bachelors,lead,19,1,110,full-time,France,remote,42,3.5,5.5,2015,Male
Twitter,AI researcher,bachelors,entry,1,0,70,contract,UK,remote,26,3.7,2.9,2023,Female
PayPal,network engineer,master,lead,18,0,98,part-time,Singapore,hybrid,39,4.2,4.2,2012,Male
IBM,fullstack developer,master,entry,1,0,83,part-time,Germany,remote,27,4.6,4.1,2022,Male
AMD,fullstack developer,bachelors,lead,13,1,187,contract,Germany,hybrid,38,2.8,10.3,2022,Female
Twitter,QA engineer,master,mid,5,1,119,full-time,UK,hybrid,27,3.5,10.1,2022,Male
Snapchat,frontend developer,master,lead,19,0,77,part-time,Germany,onsite,46,3.3,4.8,2008,Prefer not to say
Amazon,systems analyst,master,mid,6,1,113,full-time,Singapore,onsite,30,3.0,14.3,2022,Female
Dropbox,systems analyst,phd,entry,0,1,101,contract,France,remote,21,3.7,10.1,2024,Male
Intel,devops engineer,bachelors,entry,1,0,55,part-time,Germany,onsite,28,4.1,8.4,2022,Non-binary
Zoom,HR manager,bachelors,lead,13,1,205,full-time,France,hybrid,36,3.5,5.2,2013,Prefer not to say
IBM,HR manager,phd,senior,11,0,59,full-time,Germany,remote,32,4.5,8.8,2013,Male
Shopify,fullstack developer,bachelors,lead,15,1,178,full-time,Singapore,onsite,37,3.6,21.6,2012,Female
Meta,backend developer,phd,mid,3,0,47,contract,Australia,remote,25,4.9,8.3,2020,Male
Shopify,IT support,phd,senior,10,0,48,part-time,Canada,onsite,31,3.3,9.2,2014,Male
Apple,ML engineer,bachelors,entry,2,1,107,contract,India,onsite,25,3.5,9.6,2023,Prefer not to say
Spotify,marketing manager,phd,entry,1,0,94,part-time,France,onsite,26,3.8,3.4,2024,Female
LinkedIn,data scientist,phd,mid,5,0,41,part-time,Canada,hybrid,28,3.4,3.5,2019,Female
Pinterest,devops engineer,bachelors,senior,12,1,214,part-time,Germany,hybrid,37,3.6,2.5,2014,Male
Microsoft,technical writer,master,lead,14,1,132,part-time,Singapore,hybrid,40,2.9,21.2,2015,Male
Netflix,game developer,phd,mid,4,0,98,part-time,France,onsite,24,2.7,1.2,2020,Prefer not to say
Spotify,financial analyst,master,entry,0,0,66,full-time,UK,hybrid,25,3.5,3.5,2022,Female
Stripe,game developer,master,entry,2,0,57,part-time,Germany,remote,22,3.9,5.6,2022,Non-binary
Pinterest,consultant,phd,senior,10,0,70,part-time,Singapore,hybrid,36,2.7,8.8,2016,Prefer not to say
Snapchat,QA engineer,bachelors,entry,0,0,84,part-time,UK,onsite,25,3.4,4.0,2021,Female
Tesla,systems analyst,phd,senior,10,0,91,part-time,USA,remote,30,3.9,2.8,2022,Prefer not to say
AMD,HR manager,bachelors,senior,7,0,85,part-time,UK,onsite,34,2.6,9.4,2022,Male
Google,consultant,bachelors,mid,3,0,44,part-time,France,remote,25,4.4,5.8,2018,Prefer not to say
AMD,cloud architect,master,mid,6,1,157,full-time,Australia,hybrid,30,3.8,24.7,2018,Non-binary
Spotify,software engineer,master,entry,0,0,62,part-time,Australia,onsite,26,4.6,4.9,2023,Female
Spotify,project manager,bachelors,senior,10,1,151,contract,India,remote,33,3.5,18.1,2024,Non-binary
AMD,network engineer,phd,lead,13,0,88,part-time,UK,onsite,38,4.9,4.3,2023,Male
Oracle,devops engineer,bachelors,mid,6,0,93,part-time,USA,remote,32,3.3,9.8,2016,Male
Twitter,QA engineer,phd,entry,0,1,175,contract,USA,remote,26,4.6,15.2,2023,Male
Google,product manager,phd,entry,2,1,229,full-time,France,hybrid,27,3.5,22.9,2023,Non-binary
Salesforce,cloud architect,master,mid,3,0,75,part-time,France,remote,27,3.0,5.7,2022,Prefer not to say
Amazon,database admin,bachelors,mid,3,1,189,full-time,Singapore,remote,27,4.8,13.5,2020,Female
Snapchat,product manager,bachelors,entry,0,0,88,part-time,UK,onsite,25,3.3,7.5,2020,Non-binary
Pinterest,systems analyst,master,entry,1,1,250,full-time,France,onsite,21,4.2,19.0,2023,Female
Pinterest,financial analyst,master,lead,19,1,142,contract,Germany,remote,44,4.7,19.5,2015,Male
Twitter,AI researcher,master,mid,5,0,82,part-time,UK,remote,28,3.8,5.1,2018,Female
Stripe,mobile developer,phd,mid,6,0,85,part-time,France,remote,26,3.5,3.8,2022,Male
Apple,technical writer,master,entry,0,0,54,part-time,France,remote,21,4.5,5.1,2024,Non-binary
Dropbox,operations manager,master,lead,15,1,243,contract,Singapore,remote,37,4.7,1.5,2020,Prefer not to say
Zoom,operations manager,master,entry,0,0,55,contract,Canada,remote,21,3.5,3.8,2023,Prefer not to say
LinkedIn,consultant,phd,mid,6,0,82,contract,Germany,hybrid,28,3.3,7.5,2017,Male
ServiceNow,HR manager,master,lead,18,0,46,contract,France,hybrid,42,3.1,3.6,2019,Non-binary
Square,UX designer,master,mid,6,1,246,contract,Canada,onsite,26,2.8,13.0,2023,Male
Oracle,fullstack developer,master,lead,18,1,119,full-time,Singapore,hybrid,43,3.6,18.4,2009,Male
Microsoft,backend developer,master,entry,2,0,87,part-time,USA,remote,25,4.6,2.2,2021,Non-binary
Netflix,mobile developer,master,senior,7,0,55,part-time,Germany,onsite,31,4.4,3.4,2021,Female
PayPal,network engineer,phd,mid,5,1,135,full-time,France,hybrid,29,3.6,8.5,2022,Non-binary
Shopify,database admin,phd,mid,3,1,151,contract,Canada,hybrid,25,5.0,18.5,2023,Prefer not to say
Intel,sales executive,phd,lead,19,1,248,full-time,France,onsite,46,3.1,10.4,2019,Female
Google,devops engineer,phd,senior,10,0,75,part-time,Canada,onsite,37,3.0,5.3,2015,Female
Zoom,AI researcher,bachelors,mid,5,0,45,part-time,UK,onsite,27,3.1,5.1,2024,Prefer not to say
IBM,cloud architect,phd,senior,11,1,192,part-time,Singapore,hybrid,35,3.4,1.6,2016,Female
Airbnb,database admin,bachelors,entry,0,0,96,contract,Australia,hybrid,23,3.5,0.3,2023,Female
Spotify,devops engineer,master,senior,10,1,248,part-time,UK,hybrid,36,3.6,10.7,2012,Prefer not to say
Amazon,devops engineer,bachelors,senior,8,1,238,full-time,India,onsite,34,3.3,7.3,2014,Female
Qualcomm,HR manager,bachelors,mid,4,1,192,full-time,France,remote,31,3.8,19.8,2020,Prefer not to say
ServiceNow,backend developer,bachelors,lead,16,1,162,full-time,Australia,onsite,36,3.2,1.0,2009,Female
Atlassian,business manager,phd,entry,2,0,96,full-time,India,hybrid,28,4.0,5.2,2022,Prefer not to say
Twitter,product manager,phd,entry,0,0,56,contract,Australia,onsite,23,2.6,9.4,2024,Male
AMD,cloud architect,master,lead,15,0,73,full-time,Singapore,hybrid,39,4.6,3.1,2015,Male
Qualcomm,AI researcher,master,mid,5,0,44,full-time,USA,onsite,26,2.5,3.1,2018,Male
Intel,fullstack developer,master,entry,0,0,51,part-time,France,remote,26,3.2,5.9,2022,Male
Adobe,AI researcher,phd,senior,12,1,127,full-time,Australia,remote,38,4.8,6.9,2024,Prefer not to say
Snapchat,project manager,phd,senior,8,0,94,contract,UK,remote,30,3.6,0.6,2022,Non-binary
Atlassian,devops engineer,phd,mid,5,1,103,contract,UK,remote,32,4.5,16.1,2024,Prefer not to say
LinkedIn,database admin,master,entry,2,1,106,full-time,France,onsite,27,4.8,0.8,2021,Prefer not to say
Apple,security analyst,phd,senior,12,0,52,full-time,Singapore,hybrid,33,4.4,2.5,2015,Non-binary
Adobe,fullstack developer,bachelors,mid,4,0,58,part-time,Singapore,remote,26,2.5,7.8,2016,Male
Zoom,ML engineer,bachelors,entry,2,0,62,part-time,Canada,remote,24,4.6,8.7,2020,Male
Dropbox,marketing manager,master,lead,13,1,183,full-time,Canada,hybrid,33,4.3,24.7,2020,Non-binary
Nvidia,AI researcher,master,mid,4,1,193,full-time,UK,onsite,24,4.4,12.2,2020,Prefer not to say
Zoom,cloud architect,phd,mid,5,0,43,part-time,UK,hybrid,28,4.1,3.5,2023,Non-binary
Dropbox,fullstack developer,phd,senior,8,1,157,part-time,Australia,onsite,28,3.5,6.4,2023,Non-binary
Snapchat,cloud architect,bachelors,entry,0,0,61,part-time,Singapore,hybrid,21,4.8,5.1,2021,Male
Twitter,software engineer,master,entry,0,1,219,part-time,India,remote,27,2.8,15.4,2023,Non-binary
Adobe,project manager,phd,mid,3,1,220,part-time,Germany,hybrid,24,4.8,21.4,2024,Male
Stripe,security analyst,master,lead,17,0,98,part-time,India,hybrid,43,4.2,4.9,2018,Prefer not to say
PayPal,security analyst,phd,lead,13,1,213,contract,France,remote,35,3.5,18.2,2012,Non-binary
Adobe,sales executive,bachelors,entry,0,0,52,part-time,UK,onsite,26,4.0,5.0,2023,Non-binary
Zoom,network engineer,phd,senior,11,1,163,full-time,France,remote,36,3.5,3.4,2015,Non-binary
Qualcomm,technical writer,bachelors,lead,13,0,53,contract,Singapore,hybrid,34,3.0,4.7,2022,Prefer not to say
Meta,security analyst,phd,entry,1,1,198,full-time,Germany,remote,25,4.0,22.0,2022,Female
Google,devops engineer,phd,senior,8,1,201,full-time,France,onsite,28,4.1,24.5,2021,Female
Atlassian,cloud architect,master,entry,2,1,225,full-time,France,hybrid,26,4.9,6.8,2021,Female
Shopify,operations manager,bachelors,senior,7,0,76,part-time,Singapore,hybrid,33,3.8,6.0,2019,Prefer not to say
Twitter,project manager,master,mid,3,0,82,part-time,Canada,onsite,26,3.1,3.4,2023,Prefer not to say
ServiceNow,data scientist,phd,entry,2,0,83,contract,France,hybrid,29,3.6,6.4,2023,Male
Shopify,frontend developer,bachelors,entry,2,0,69,part-time,Australia,remote,29,4.2,4.2,2020,Male
Oracle,database admin,master,mid,5,1,117,full-time,France,remote,26,3.2,21.5,2017,Prefer not to say
ServiceNow,sales executive,bachelors,lead,15,0,75,contract,UK,onsite,36,4.9,8.4,2006,Male
Shopify,project manager,phd,senior,11,1,249,part-time,Canada,onsite,32,4.7,0.6,2016,Non-binary
Square,frontend developer,master,senior,12,1,158,contract,Germany,onsite,32,4.5,5.4,2010,Prefer not to say
Apple,database admin,master,senior,10,0,41,part-time,Canada,remote,37,3.6,6.2,2020,Non-binary
Adobe,fullstack developer,master,entry,2,1,169,full-time,USA,hybrid,22,3.4,1.1,2023,Male
Square,financial analyst,master,entry,2,0,71,contract,India,onsite,24,3.5,7.4,2023,Non-binary
Meta,operations manager,bachelors,senior,12,0,71,contract,Australia,hybrid,34,2.8,8.5,2009,Female
AMD,ML engineer,master,senior,9,1,230,contract,France,onsite,36,4.3,23.5,2013,Female
ServiceNow,product manager,bachelors,senior,12,0,84,full-time,France,hybrid,34,4.1,5.9,2011,Prefer not to say
Apple,network engineer,master,mid,3,0,70,part-time,Australia,remote,27,4.3,2.6,2023,Non-binary
Zoom,data scientist,bachelors,senior,7,1,204,full-time,Canada,hybrid,33,3.7,3.7,2024,Prefer not to say
Meta,operations manager,phd,lead,16,1,183,full-time,UK,hybrid,36,4.7,19.0,2019,Prefer not to say
Twitter,fullstack developer,phd,entry,2,1,240,part-time,UK,hybrid,23,4.8,10.2,2021,Female
Shopify,operations manager,bachelors,mid,4,0,44,part-time,India,onsite,30,5.0,2.3,2023,Non-binary
AMD,security analyst,master,mid,5,1,198,contract,USA,onsite,32,2.9,16.3,2021,Prefer not to say
Intel,frontend developer,bachelors,senior,9,0,42,part-time,Germany,hybrid,31,4.8,2.4,2024,Prefer not to say
Amazon,consultant,bachelors,mid,6,1,198,part-time,Singapore,hybrid,33,3.5,8.1,2014,Male
Nvidia,fullstack developer,phd,mid,3,1,205,contract,Canada,remote,27,3.3,17.5,2020,Prefer not to say
Qualcomm,network engineer,phd,entry,0,0,55,contract,France,hybrid,21,3.6,1.9,2024,Prefer not to say
Shopify,network engineer,phd,lead,18,1,134,contract,Singapore,remote,44,3.3,0.8,2024,Non-binary
Spotify,software engineer,master,mid,3,0,75,part-time,UK,onsite,29,3.7,8.0,2022,Male
PayPal,devops engineer,master,lead,18,1,243,part-time,USA,onsite,44,2.9,10.0,2014,Prefer not to say
Microsoft,HR manager,phd,mid,3,1,193,contract,Canada,hybrid,24,4.5,23.8,2021,Non-binary
Shopify,systems analyst,bachelors,lead,18,1,155,part-time,USA,remote,39,3.6,4.9,2016,Non-binary
Pinterest,product manager,phd,lead,14,1,150,contract,Singapore,hybrid,38,4.4,9.9,2012,Male
Meta,frontend developer,master,senior,8,1,132,full-time,Canada,hybrid,32,2.6,16.9,2023,Male
Adobe,database admin,phd,entry,1,0,44,full-time,Germany,remote,25,4.4,5.6,2022,Non-binary
Qualcomm,mobile developer,master,entry,2,0,47,full-time,Singapore,onsite,29,3.1,7.3,2020,Male
Uber,network engineer,phd,entry,2,0,42,contract,USA,hybrid,23,2.5,2.2,2024,Non-binary
Airbnb,IT support,phd,entry,0,0,61,part-time,UK,onsite,26,3.1,9.6,2023,Male
Apple,mobile developer,bachelors,entry,1,0,76,full-time,UK,hybrid,25,2.6,1.4,2019,Male
ServiceNow,UX designer,master,lead,15,0,72,contract,Australia,remote,36,4.3,7.2,2013,Female
PayPal,marketing manager,bachelors,lead,17,0,77,contract,USA,onsite,42,2.7,1.7,2024,Female
Nvidia,cloud architect,bachelors,senior,10,1,190,part-time,Singapore,onsite,37,4.8,3.0,2018,Prefer not to say
Spotify,consultant,phd,entry,2,1,188,full-time,Canada,hybrid,22,3.1,12.5,2021,Non-binary
Intel,security analyst,master,entry,2,0,85,part-time,USA,remote,27,4.5,1.3,2023,Female
Spotify,business manager,master,lead,15,1,205,contract,India,remote,36,4.2,14.2,2013,Prefer not to say
Oracle,network engineer,master,entry,2,0,60,part-time,Singapore,onsite,25,3.1,8.8,2024,Female
Adobe,ML engineer,master,mid,5,0,76,part-time,Australia,onsite,26,2.9,4.3,2018,Non-binary
LinkedIn,devops engineer,bachelors,senior,10,0,91,part-time,Germany,hybrid,32,3.6,1.6,2021,Prefer not to say
Amazon,game developer,bachelors,lead,17,1,131,contract,France,onsite,40,4.3,17.6,2013,Non-binary
Dropbox,network engineer,phd,entry,0,0,97,full-time,UK,remote,21,4.7,5.0,2024,Prefer not to say
Twitter,UX designer,master,entry,2,0,88,full-time,Canada,hybrid,26,3.6,7.8,2023,Non-binary
Atlassian,IT support,phd,senior,7,1,107,part-time,Australia,remote,30,4.9,18.4,2023,Prefer not to say
Qualcomm,consultant,phd,entry,1,0,87,contract,Canada,hybrid,25,3.7,6.3,2024,Male
Pinterest,consultant,bachelors,senior,11,0,56,full-time,Canada,onsite,34,3.7,5.6,2012,Male
Snapchat,network engineer,master,lead,18,0,81,part-time,UK,remote,41,4.7,7.5,2015,Female
Oracle,devops engineer,phd,mid,5,1,132,part-time,India,hybrid,30,3.7,19.2,2021,Prefer not to say
IBM,operations manager,phd,senior,7,1,233,full-time,Australia,remote,32,2.7,23.4,2020,Non-binary
Microsoft,cloud architect,phd,lead,19,1,236,full-time,India,onsite,46,4.6,21.8,2019,Male
Qualcomm,QA engineer,phd,mid,5,0,68,contract,UK,remote,32,4.7,5.8,2019,Female
Uber,QA engineer,bachelors,mid,4,0,99,part-time,Australia,hybrid,29,3.5,8.5,2017,Non-binary
Square,operations manager,phd,lead,14,0,73,part-time,Singapore,remote,40,4.3,7.5,2022,Female
LinkedIn,frontend developer,master,senior,7,1,129,part-time,Canada,onsite,32,3.6,5.7,2019,Male
LinkedIn,security analyst,master,mid,6,0,48,contract,India,onsite,32,3.0,9.2,2018,Non-binary
PayPal,systems analyst,phd,lead,14,1,222,part-time,USA,remote,36,2.6,13.8,2021,Male
Apple,fullstack developer,master,mid,6,0,78,part-time,Singapore,hybrid,26,3.0,0.9,2017,Non-binary
Apple,security analyst,phd,entry,1,0,46,part-time,France,onsite,21,3.8,0.0,2023,Non-binary
Atlassian,marketing manager,master,mid,5,0,96,part-time,USA,hybrid,31,3.4,6.6,2020,Female
IBM,sales executive,master,entry,2,0,61,part-time,Germany,remote,23,4.1,8.6,2022,Female
Oracle,cloud architect,master,lead,20,1,227,contract,Singapore,remote,47,3.1,18.1,2020,Prefer not to say
Airbnb,consultant,master,senior,7,1,102,full-time,USA,onsite,31,4.1,10.9,2023,Non-binary
Spotify,project manager,bachelors,mid,6,1,121,part-time,France,hybrid,26,4.6,24.9,2018,Prefer not to say
Dropbox,backend developer,master,lead,14,0,69,full-time,Germany,remote,35,3.2,2.3,2012,Prefer not to say
Zoom,fullstack developer,bachelors,mid,4,1,199,full-time,Australia,onsite,29,2.9,9.1,2016,Prefer not to say
Spotify,devops engineer,master,entry,0,0,87,contract,France,onsite,21,3.7,5.2,2024,Non-binary
Dropbox,HR manager,master,lead,14,0,51,part-time,Germany,remote,40,3.2,7.0,2018,Prefer not to say
Apple,mobile developer,phd,lead,20,1,185,full-time,Canada,onsite,46,3.2,5.6,2023,Non-binary
Snapchat,AI researcher,master,lead,13,1,115,contract,Singapore,remote,39,3.5,17.8,2021,Male
Pinterest,product manager,master,senior,10,1,114,full-time,Germany,onsite,34,2.8,5.1,2014,Non-binary
Shopify,frontend developer,phd,lead,16,0,78,part-time,Australia,hybrid,42,4.8,4.8,2019,Non-binary
Qualcomm,operations manager,master,entry,2,1,249,contract,Canada,hybrid,22,2.7,4.6,2020,Prefer not to say
Oracle,UX designer,phd,mid,4,1,246,contract,Australia,remote,27,4.4,20.6,2023,Female
Uber,systems analyst,bachelors,lead,15,1,116,contract,Singapore,hybrid,38,4.4,21.1,2015,Male
Spotify,project manager,bachelors,mid,3,0,73,part-time,Australia,remote,27,4.3,6.5,2023,Non-binary
PayPal,product manager,master,lead,18,0,61,part-time,France,remote,40,3.1,3.7,2020,Non-binary
Pinterest,software engineer,master,mid,4,0,89,full-time,Germany,onsite,26,4.4,7.1,2020,Female
IBM,business manager,phd,lead,14,0,63,part-time,France,hybrid,37,4.5,6.0,2011,Non-binary
Netflix,financial analyst,phd,senior,10,1,170,part-time,Canada,hybrid,35,2.6,17.1,2016,Female
PayPal,software engineer,bachelors,senior,11,0,74,part-time,USA,onsite,31,3.7,4.0,2015,Non-binary
Square,backend developer,master,entry,2,0,40,part-time,France,remote,23,3.9,6.4,2021,Prefer not to say
Zoom,security analyst,master,lead,16,1,214,contract,Singapore,hybrid,42,3.0,9.6,2015,Prefer not to say
Nvidia,cloud architect,bachelors,senior,12,1,246,contract,Australia,remote,38,3.0,12.0,2020,Female
ServiceNow,marketing manager,phd,entry,1,0,40,part-time,Germany,remote,23,3.7,2.1,2022,Prefer not to say
Salesforce,QA engineer,bachelors,senior,9,1,102,full-time,USA,onsite,34,2.5,11.8,2012,Prefer not to say
LinkedIn,project manager,phd,lead,17,1,190,full-time,Singapore,hybrid,44,3.1,24.3,2012,Male
Twitter,sales executive,phd,entry,1,0,86,contract,France,hybrid,24,3.6,2.0,2023,Non-binary
Zoom,UX designer,phd,senior,10,0,47,part-time,India,remote,33,4.5,6.1,2020,Non-binary
Zoom,fullstack developer,phd,lead,16,1,244,full-time,India,remote,41,3.3,6.3,2009,Prefer not to say
Nvidia,operations manager,phd,mid,5,1,231,full-time,France,hybrid,32,3.4,22.6,2024,Male
Oracle,technical writer,master,mid,3,0,80,full-time,Canada,remote,23,3.3,0.1,2022,Non-binary
Qualcomm,cloud architect,master,senior,7,1,182,part-time,Australia,onsite,28,3.1,7.6,2022,Non-binary
Meta,consultant,phd,lead,16,0,79,full-time,Germany,remote,39,4.8,9.1,2011,Non-binary
Tesla,technical writer,bachelors,senior,9,0,99,part-time,Canada,onsite,29,3.5,8.1,2016,Female
LinkedIn,HR manager,bachelors,lead,18,0,80,part-time,Germany,onsite,45,4.1,5.5,2002,Prefer not to say
Qualcomm,consultant,master,mid,6,0,69,full-time,Australia,onsite,29,4.1,5.2,2021,Prefer not to say
AMD,software engineer,phd,lead,20,1,228,part-time,India,hybrid,45,4.9,19.8,2023,Non-binary
IBM,backend developer,bachelors,lead,19,1,140,part-time,UK,onsite,39,2.7,23.2,2005,Female
Stripe,business manager,master,senior,8,1,188,full-time,Singapore,hybrid,32,3.1,8.3,2020,Male
AMD,project manager,bachelors,entry,0,1,249,contract,France,remote,27,3.2,15.9,2020,Male
Pinterest,data scientist,phd,senior,12,1,180,full-time,Singapore,onsite,35,3.9,0.1,2021,Prefer not to say
LinkedIn,ML engineer,master,mid,5,1,108,contract,USA,onsite,32,4.2,0.6,2023,Female
AMD,AI researcher,master,lead,15,1,236,full-time,UK,hybrid,36,3.5,6.1,2010,Male
Spotify,consultant,phd,senior,11,1,139,full-time,Canada,hybrid,32,4.9,18.1,2022,Non-binary
Nvidia,project manager,bachelors,lead,19,1,149,full-time,Germany,onsite,39,3.4,5.4,2011,Non-binary
Shopify,financial analyst,phd,entry,0,0,74,contract,France,hybrid,26,3.3,4.1,2023,Prefer not to say
IBM,technical writer,phd,senior,12,0,98,contract,France,hybrid,37,2.8,0.0,2013,Prefer not to say
Atlassian,backend developer,bachelors,senior,8,1,184,full-time,France,remote,29,4.1,22.8,2012,Non-binary
Meta,devops engineer,master,lead,18,1,220,part-time,India,remote,40,3.8,3.8,2021,Male
